cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;31/08/2023;03-0033-31;FORTALEZA(CE) - TERESINA(PI);SEMI-LEITO;ida;22:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;31/08/2023;03-0033-31;FORTALEZA(CE) - TERESINA(PI);SEMI-LEITO;volta;22:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;ida;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;ida;21:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;ida;22:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;volta;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;volta;21:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;volta;22:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-60;FORTALEZA(CE) - TERESINA(PI);EXECUTIVO;ida;22:00;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0033-60;FORTALEZA(CE) - TERESINA(PI);EXECUTIVO;volta;22:00;;;;;;;x;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0034-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;ida;22:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0034-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;volta;08:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;11/01/2023;03-0034-41;FORTALEZA(CE) - SAO LUIS(MA);LEITO COM AR;ida;22:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;11/01/2023;03-0034-41;FORTALEZA(CE) - SAO LUIS(MA);LEITO COM AR;volta;08:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0034-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;ida;22:30;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0034-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;volta;08:30;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0036-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;ida;10:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0036-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;volta;07:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;03-0036-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;ida;10:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;03-0036-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;volta;07:15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;03-0036-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;ida;10:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2023;03-0036-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;volta;07:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0037-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;ida;12:00;;;x;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0037-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;volta;12:00;;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;22/12/2021;03-0037-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;ida;12:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;22/12/2021;03-0037-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;volta;12:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;19/10/2016;03-0037-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;ida;12:00;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;19/10/2016;03-0037-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;volta;12:00;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0038-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;ida;19:30;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0038-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;volta;19:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;19/04/2023;03-0038-31;FORTALEZA(CE) - PARNAIBA(PI);SEMI-LEITO;ida;19:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;19/04/2023;03-0038-31;FORTALEZA(CE) - PARNAIBA(PI);SEMI-LEITO;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0039-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;ida;12:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0039-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;volta;12:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-41;FORTALEZA(CE) - SAO LUIS(MA);LEITO COM AR;ida;12:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-41;FORTALEZA(CE) - SAO LUIS(MA);LEITO COM AR;volta;12:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;ida;18:30;;;;;x;;x;x;x;x;x;x;x;;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;ida;18:30;x;;;x;x;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;volta;17:30;x;;;x;;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0039-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;volta;18:30;;;;;x;;x;x;x;x;x;x;x;;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0040-00;CRATO(CE) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;ida;19:00;;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0040-00;CRATO(CE) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;volta;19:00;;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;04/10/2023;03-0040-31;CRATO(CE) - JOAO PESSOA(PB);SEMI-LEITO;ida;19:00;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;04/10/2023;03-0040-31;CRATO(CE) - JOAO PESSOA(PB);SEMI-LEITO;volta;19:00;x;;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;09/07/2021;03-0040-41;CRATO(CE) - JOAO PESSOA(PB);LEITO COM AR;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;09/07/2021;03-0040-41;CRATO(CE) - JOAO PESSOA(PB);LEITO COM AR;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/02/2021;03-0040-61;CRATO(CE) - JOAO PESSOA(PB);EXECUTIVO;ida;19:00;;;;;x;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/02/2021;03-0040-61;CRATO(CE) - JOAO PESSOA(PB);EXECUTIVO;volta;19:00;;;;;;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0041-60;JUAZEIRO DO NORTE(CE) - TERESINA(PI);EXECUTIVO;ida;19:00;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0041-60;JUAZEIRO DO NORTE(CE) - TERESINA(PI);EXECUTIVO;volta;19:00;;;;;;;x;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0056-00;FORTALEZA(CE) - CAMPINA GRANDE(PB);CONVEN. C/ SANITมRIO;ida;19:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0056-00;FORTALEZA(CE) - CAMPINA GRANDE(PB);CONVEN. C/ SANITมRIO;volta;17:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;22/06/2021;03-0056-41;FORTALEZA(CE) - CAMPINA GRANDE(PB);LEITO COM AR;ida;19:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;22/06/2021;03-0056-41;FORTALEZA(CE) - CAMPINA GRANDE(PB);LEITO COM AR;volta;17:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0058-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;ida;22:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;26/10/2017;03-0058-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;volta;22:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0058-60;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;ida;22:30;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0058-60;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;volta;22:00;;;;;x;;;x;;;;;;;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0059-00;FORTALEZA(CE) - TERESINA(PI);CONVEN. C/ SANITมRIO;ida;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/01/2016;03-0059-00;FORTALEZA(CE) - TERESINA(PI);CONVEN. C/ SANITมRIO;volta;08:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;21/10/2020;03-0059-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;21/10/2020;03-0059-41;FORTALEZA(CE) - TERESINA(PI);LEITO COM AR;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;14/10/2016;03-0059-61;FORTALEZA(CE) - TERESINA(PI);EXECUTIVO;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;14/10/2016;03-0059-61;FORTALEZA(CE) - TERESINA(PI);EXECUTIVO;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2022;03-0119-00;FORTALEZA(CE) - CARUARU(PE);CONVEN. C/ SANITมRIO;ida;20:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;01/02/2022;03-0119-00;FORTALEZA(CE) - CARUARU(PE);CONVEN. C/ SANITมRIO;volta;15:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0120-00;FORTALEZA(CE) - MACEIO(AL);CONVEN. C/ SANITมRIO;ida;12:30;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0120-00;FORTALEZA(CE) - MACEIO(AL);CONVEN. C/ SANITมRIO;volta;17:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;23/11/2022;03-0120-31;FORTALEZA(CE) - MACEIO(AL);SEMI-LEITO;ida;12:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;23/11/2022;03-0120-31;FORTALEZA(CE) - MACEIO(AL);SEMI-LEITO;volta;17:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0120-41;FORTALEZA(CE) - MACEIO(AL);LEITO COM AR;ida;12:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0120-41;FORTALEZA(CE) - MACEIO(AL);LEITO COM AR;volta;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-00;FORTALEZA(CE) - CAMPINA GRANDE(PB);CONVEN. C/ SANITมRIO;ida;19:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-00;FORTALEZA(CE) - CAMPINA GRANDE(PB);CONVEN. C/ SANITมRIO;volta;18:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-41;FORTALEZA(CE) - CAMPINA GRANDE(PB);LEITO COM AR;ida;19:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-41;FORTALEZA(CE) - CAMPINA GRANDE(PB);LEITO COM AR;volta;18:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-61;FORTALEZA(CE) - CAMPINA GRANDE(PB);EXECUTIVO;ida;19:30;;;;;x;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/02/2022;03-0122-61;FORTALEZA(CE) - CAMPINA GRANDE(PB);EXECUTIVO;volta;18:00;;;;;;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;ida;08:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-00;FORTALEZA(CE) - SAO LUIS(MA);CONVEN. C/ SANITมRIO;volta;14:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;ida;08:00;;;;;x;;;x;x;x;x;x;x;;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;ida;08:00;x;x;x;;;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;volta;14:00;;;;;x;;;x;x;x;x;x;x;;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;18/02/2022;03-0123-61;FORTALEZA(CE) - SAO LUIS(MA);EXECUTIVO;volta;14:00;x;x;x;x;;x;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/05/2023;03-0124-31;FORTALEZA(CE) - JOAO PESSOA(PB);SEMI-LEITO;ida;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;03/05/2023;03-0124-31;FORTALEZA(CE) - JOAO PESSOA(PB);SEMI-LEITO;volta;19:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-41;FORTALEZA(CE) - JOAO PESSOA(PB);LEITO COM AR;ida;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-41;FORTALEZA(CE) - JOAO PESSOA(PB);LEITO COM AR;ida;20:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-41;FORTALEZA(CE) - JOAO PESSOA(PB);LEITO COM AR;volta;19:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-41;FORTALEZA(CE) - JOAO PESSOA(PB);LEITO COM AR;volta;19:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-60;FORTALEZA(CE) - JOAO PESSOA(PB);EXECUTIVO;ida;19:30;x;;;;;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2022;03-0124-60;FORTALEZA(CE) - JOAO PESSOA(PB);EXECUTIVO;volta;20:00;x;;;;;;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;06/04/2022;03-0125-60;FORTALEZA(CE) - SAO PAULO(SP);EXECUTIVO;ida;09:00;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;06/04/2022;03-0125-60;FORTALEZA(CE) - SAO PAULO(SP);EXECUTIVO;volta;09:00;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;06/04/2022;03-0125-60;FORTALEZA(CE) - SAO PAULO(SP);EXECUTIVO;volta;17:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;17/08/2022;03-0129-60;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;ida;15:00;;;;;;;x;x;;;;;;;;;;;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;17/08/2022;03-0129-60;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;volta;14:30;;;;;x;;;x;;;;;;;;;;;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;03-0130-00;FORTALEZA(CE) - NATAL(RN);CONVEN. C/ SANITมRIO;ida;06:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/10/2022;03-0130-00;FORTALEZA(CE) - NATAL(RN);CONVEN. C/ SANITมRIO;volta;14:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0130-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;ida;06:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;15/03/2023;03-0130-41;FORTALEZA(CE) - NATAL(RN);LEITO COM AR;volta;14:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;28/11/2022;03-0131-40;FORTALEZA(CE) - CARUARU(PE);LEITO COM AR;ida;18:30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;28/11/2022;03-0131-40;FORTALEZA(CE) - CARUARU(PE);LEITO COM AR;volta;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/09/2023;03-0134-00;FORTALEZA(CE) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;ida;08:00;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/09/2023;03-0134-00;FORTALEZA(CE) - JOAO PESSOA(PB);CONVEN. C/ SANITมRIO;volta;10:00;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/09/2023;03-0134-61;FORTALEZA(CE) - JOAO PESSOA(PB);EXECUTIVO;ida;08:00;x;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;13/09/2023;03-0134-61;FORTALEZA(CE) - JOAO PESSOA(PB);EXECUTIVO;volta;10:00;x;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;ida;10:00;;;;;;x;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-00;FORTALEZA(CE) - PARNAIBA(PI);CONVEN. C/ SANITมRIO;volta;07:15;;;;;;x;;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-31;FORTALEZA(CE) - PARNAIBA(PI);SEMI-LEITO;ida;22:30;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-31;FORTALEZA(CE) - PARNAIBA(PI);SEMI-LEITO;volta;22:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;ida;10:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;ida;22:30;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;volta;07:15;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-41;FORTALEZA(CE) - PARNAIBA(PI);LEITO COM AR;volta;22:00;x;x;x;x;x;x;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;ida;10:00;x;x;x;x;x;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;10/10/2023;03-0135-61;FORTALEZA(CE) - PARNAIBA(PI);EXECUTIVO;volta;07:15;x;x;x;x;x;;x;;;;;;;x;;;;;
41.550.112/0001-01;EXPRESSO GUANABARA LTDA;16/10/2017;03-1636-00;FORTALEZA(CE) - SANTOS(SP);CONVEN. C/ SANITมRIO;ida;09:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
